stockX,flightClub,goat,lowestResellPrice,imageLinks,_id,shoeName,brand,silhoutte,styleID,make,colorway,retailPrice,thumbnail,releaseDate,description,urlKey,resellLinks
296,304,304,[object Object],,61ae9e9aafe8e57491298155,Jordan 11 Retro Cool Grey (2021),Jordan,Jordan 11 Retro,CT8012-005,Jordan 11 Retro,Medium Grey/Multi-Color/Multi-Color,225,"https://images.stockx.com/images/Air-Jordan-11-Retro-Cool-Grey-2021-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1631898423",2021-12-11,"Released in December 2021, the Air Jordan 11 Retro 'Cool Grey' 2021 brings back a colorway from 2001 and 2010. Faithful to the OG, the shoe's upper is built with leather, finished in grey and supported by a darker grey patent leather mudguard. Tonal webbing eyelets are worked into the lacing system to secure the fit, while underfoot, a contrasting white phylon midsole houses full-length Air for cushioning, with a carbon fiber plate included for added support. An icy translucent rubber outsole provides traction.",air-jordan-11-retro-cool-grey-2021,[object Object]
274,230,275,[object Object],,61ae9e9aafe8e57491298156,Nike Dunk Low Retro White Black (2021),Nike,Nike Dunk Low,DD1391-100,Nike Dunk Low,White/Black,110,"https://images.stockx.com/images/Nike-Dunk-Low-Retro-White-Black-2021-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1633027409",2021-03-10,"The Dunk Low 'Black White' brings a classic two-tone look to its classic basketball construction. The shoe's low-top build emerges in leather, with a white base contrasted by black overlays, with further black on the Swoosh branding. Perforations on the toe box provide breathability, while underfoot, the two-tone look is matched by the tooling, which incorporates a concentric rubber outsole for traction.",nike-dunk-low-retro-white-black-2021,[object Object]
253,246,259,[object Object],,61ae9e9aafe8e57491298157,Jordan 4 Retro Lightning (2021),Jordan,Jordan 4 Retro,CT8527-700,Jordan 4 Retro,Tour Yellow/White-Dark Blue Grey,220,"https://images.stockx.com/images/Air-Jordan-4-Retro-Lightning-2021-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1633023947",2021-08-28,"Bringing back a 2006 colorway, which released alongside the 'Thunder,' the Air Jordan 4 Retro 'Lightning' 2021 features inspiration from Michael Jordan's motorsports team. The shoe's upper is built with nubuck, finished in Tour Yellow and contrasted by the mesh netting and signature wings. Underfoot, a white PU midsole houses visible Air in the heel to provide cushioning, giving way to a herringbone rubber outsole for traction.",air-jordan-4-retro-lightning-2021,[object Object]
193,188,188,[object Object],,61ae9e9aafe8e57491298158,Jordan 1 Retro High OG Bordeaux,Jordan,Jordan 1 Retro High OG,555088-611,Jordan 1 Retro High OG,Bordeaux/White-Metallic Silver,170,"https://images.stockx.com/images/Air-Jordan-1-Retro-High-Bordeaux-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1637086945",2021-11-20,"The Air Jordan 1 Retro High OG 'Bordeaux' emerges with a rich colorway. The shoe's leather upper appears with a white base, overlaid by Bordeaux leather throughout. The Swoosh branding and jewel 'Wings' logo add metallic silver to the look, with a lightly padded nylon tongue supporting the fit. Underfoot, Air in the heel of the midsole offers cushioning, giving way to a concentric rubber outsole for traction.",air-jordan-1-retro-high-bordeaux,[object Object]
187,189,189,[object Object],,61ae9e9aafe8e57491298159,adidas Yeezy Foam RNNR Ochre,adidas,adidas Yeezy Foam RNNR,GW3354,adidas Yeezy Foam RNNR,Ochre/Ochre/Ochre,80,"https://images.stockx.com/images/adidas-Yeezy-Foam-RNNR-Ochre-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1633023377",2021-08-02,"Offering a futuristic aesthetic with a subdued, monochromatic finish is the adidas Yeezy Foam Runner 'Ochre.' A dark beige hue covers the one-piece foam build that has ventilation ports of varying shapes and dimensions that increase airflow while adding to the slip-on's flowing lines. 'FOAM RNNR' is seen on the interior collar with the shoe size and 'Made in USA' branding. The outsole features a wavy traction pattern for a better grip.",adidas-yeezy-foam-rnnr-ochre,[object Object]
200,245,245,[object Object],,61ae9e9aafe8e5749129815a,Jordan 12 Retro Royalty Taxi,Jordan,Jordan 12 Retro,CT8013-170,Jordan 12 Retro,White/Black-Metallic Gold,190,"https://images.stockx.com/images/Air-Jordan-12-Retro-Royalty-Taxi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1635280285",2021-11-13,"The Air Jordan 12 Retro 'Royalty' brings a luxe look to its classic basketball construction. The shoe's upper is built with tumbled leather, finished primarily in white and contrasted by black on the basketball-textured mudguard. The classic radiating stitching remains intact, while the upper eyelets, TPU insert and branding add metallic gold to the look. Underfoot, full-length Zoom Air provides cushioning, working with a carbon-fiber plate for stability and a herringbone rubber outsole for traction.",air-jordan-12-retro-royalty-taxi,[object Object]
155,,,[object Object],,61ae9e9aafe8e5749129815b,adidas Yeezy Slide Pure,adidas,adidas Yeezy Slide,GZ5554/GW1934,adidas Yeezy Slide,Pure/Pure/Pure,55,"https://images.stockx.com/images/adidas-Yeezy-Slide-Pure-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1619634941",2021-04-26,"DISCLAIMER: US and UK sizing is the same and does not require any conversion. 
<br> 
<br>
The adidas Yeezy Slide Pure is constructed of Pure EVA foam with a soft footbed that offers an immediate step in comfort. An outsole with accentuated grooves for traction and support adds the finishing touches to the design.
<br>
<br>
The adidas Yeezy Slide Pure released in April of 2021 and retailed for $60.",adidas-yeezy-slide-pure,[object Object]
250,245,245,[object Object],,61ae9e9aafe8e5749129815c,adidas Yeezy Boost 350 V2 Light,adidas,adidas Yeezy Boost 350 V2,GY3438,adidas Yeezy Boost 350 V2,Light/Light/Light,220,"https://images.stockx.com/images/adidas-Yeezy-Boost-350-V2-Light-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1629383966",2021-08-28,"The Yeezy Boost 350 V2 'Light' features a clean colorway with unique detailing. While the shoe's upper, built with Primeknit, appears in white, but when exposed to sunlight, the knit construction appears in pink. The monofilament stripe also changes color, turning to amber, while underfoot, the usual tooling provides cushioning, consisting of a full-length Boost midsole wrapped in a rubber cage.",adidas-yeezy-boost-350-v2-light,[object Object]
180,209,210,[object Object],,61ae9e9aafe8e5749129815d,Jordan 3 Retro Pine Green,Jordan,Jordan 3 Retro,CT8532-030,Jordan 3 Retro,Black/Silver/White/Pine Green,190,"https://images.stockx.com/images/Air-Jordan-3-Retro-Pine-Green-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1634917350",2021-10-30,"The Air Jordan 3 Retro 'Pine Green' combines updated materials with OG color blocking. The upper's traditional leather construction is replaced with textured nubuck. Pops of green appear on the perforated leather collar, molded eyelets and embroidered Jumpman branding on the tongue. The 3's classic elephant print arrives on the forefoot and heel overlays, with a second Jumpman icon displayed on the molded heel tab. The theme continues underfoot in the form of a white polyurethane midsole with contrast green accents and a grey rubber outsole.",air-jordan-3-retro-pine-green,[object Object]
229,200,227,[object Object],,61ae9e9aafe8e5749129815e,Nike Dunk Low Georgetown,Nike,Nike Dunk Low,DD1391-003,Nike Dunk Low,Midnight Navy/Championship Grey-White,100,"https://images.stockx.com/images/Nike-Dunk-Low-Georgetown-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1634918141",2021-11-05,"Giving the nod to the Georgetown Hoyas, the Dunk Low 'Georgetown' features a 'Be True to Your School'-style look on its classic basketball construction. Built entirely with leather, the shoe's upper sports a Wolf Grey base, complemented by Dark Obsidian overlays throughout. Perforations on the toe box are included for breathability, while underfoot, a contrasting white rubber midsole gives way to a concentric rubber outsole for traction.",nike-dunk-low-georgetown,[object Object]
330,300,383,[object Object],,61ae9e9aafe8e5749129815f,Jordan 1 Retro High White University Blue Black,Jordan,Jordan 1 Retro High,555088-134,Jordan 1 Retro High,White/University Blue-Black,170,"https://images.stockx.com/images/Air-Jordan-1-Retro-High-White-University-Blue-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1611777406",2021-03-06,"Paying tribute to Michael Jordan's college alma mater, the Air Jordan 1 Retro High OG 'University Blue' features a University of North Carolina look. Built entirely with leather, the shoe's upper appears in a mix of white and University Blue, contrasted by black on the Swoosh, collar, laces and 'Wings' logo. Perforations on the toe box provide breathability, while underfoot, the Air midsole gives way to a concentric outsole with a brighter shade of blue.",air-jordan-1-retro-high-white-university-blue-black,[object Object]
158,163,163,[object Object],,61ae9e9aafe8e57491298160,Jordan 1 Low Starfish,Jordan,Jordan 1 Low,CZ0790-801,Jordan 1 Low,Starfish/White-Black,130,"https://images.stockx.com/images/Air-Air-Jordan-1-Low-OG-Shattered-Backboard-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1630615309",2021-08-26,"The Air Jordan 1 Low OG 'Starfish' features a familiar colorway redolent of the 'Shattered Backboard.' The shoe's upper emerges with an all-leather construction, finished with a white base and overlaid by Starfish. Black contrasts the Swoosh and 'Wings' branding as well as the laces, while the usual perforations on the toe box are included for breathability. Underfoot, encapsulated Air in the heel of the midsole offers cushioning, giving way to a concentric rubber outsole in further Starfish for traction.",air-jordan-1-low-og-shattered-backboard,[object Object]
220,210,226,[object Object],,61ae9e9aafe8e57491298161,Jordan 5 Retro Moonlight (2021),Jordan,Jordan 5 Retro,CT4838-011,Jordan 5 Retro,Black/Cool Grey-White,190,"https://images.stockx.com/images/Air-Jordan-5-Retro-Oreo-2021-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1633023998",2021-09-25,"Originally released in 2013, the Air Jordan 5 Retro brings back the two-tone look with this 2021 release. Faithful to the original, the shoe's upper is built with suede, finished in black and contrasted by white on the collar lining, interior tongue and heel branding. Translucent netting marks the quarter panel, while tonal TPU eyelets bolster the lacing system. Underfoot, a white polyurethane midsole includes visible Air in the heel to provide cushioning, with speckled shark-tooth detailing accenting the forefoot. An icy translucent rubber outsole offers traction and deviates from the black-and-white design.",air-jordan-5-retro-moonlight-2021,[object Object]
167,179,190,[object Object],,61ae9e9aafe8e57491298162,Jordan 1 Retro High Pollen,Jordan,Jordan 1 Retro High,555088-701,Jordan 1 Retro High,Pollen/Black-White,170,"https://images.stockx.com/images/Air-Jordan-1-Retro-High-Pollen-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1626802470",2021-08-14,"Emerging with a look similar to the 'Iowa' Dunk from 1985, the Air Jordan 1 High Retro OG 'Pollen' sports familiar color-blocking. Built with leather, the shoe's upper appears with a black base, overlaid by contrasting Pollen, including on the Swoosh branding. A nylon tongue supports the fit, as doe perforations on the toe box. Underfoot, a white Air midsole offers cushioning, giving way to a concentric rubber outsole for traction.",air-jordan-1-retro-high-pollen,[object Object]
150,161,161,[object Object],,61ae9e9aafe8e57491298163,adidas Yeezy Foam RNNR Vermillion,adidas,adidas Yeezy Foam RNNR,GW3355,adidas Yeezy Foam RNNR,Vermillion/Vermillion/Vermillion,80,"https://images.stockx.com/images/adidas-Yeezy-Foam-RNNR-Vermillion-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1635875119",2021-10-29,"The futuristic adidas Yeezy Foam Runner 'Vermilion' slip-on features a one-note scarlet finish to the clog-like silhouette, tying back to the first time that Kanye West introduced the familiar monochrome palette to his partnership with adidas. It features a sustainable build, highlighted by a single piece of foam made in part with hydroponically produced algae. Ventilation ports throughout the vamp and side panels offer more airflow, with the heel designed to cradle the back of the foot for a non-slip fit.",adidas-yeezy-foam-rnnr-vermillion,[object Object]
135,150,150,[object Object],,61ae9e9aafe8e57491298164,Jordan 1 Mid Banned (2020),Jordan,Jordan 1 Mid,554724-074,Jordan 1 Mid,Black/University Red-Black-White,115,"https://images.stockx.com/images/Air-Jordan-1-Mid-Banned-2020-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606326136",2020-11-12,"Recalling the iconic 1985 colorway credited, erroneously, for earning Michael Jordan a $5,000 fine every time he wore it, the Air Jordan 1 Mid 'Banned' dropped in 2020. Featuring a classic Chicago Bulls mix of black and University Red, the shoe's upper is built with leather, adding University Red to the shortened eyestay to differentiate it from its predecessor. Underfoot, a white Air mdisole provides cushioning, giving way to a concentric rubber outsole for traction.",air-jordan-1-mid-banned-2020,[object Object]
116,103,103,[object Object],,61ae9e9aafe8e57491298165,adidas Yeezy Slide Glow Green,adidas,adidas Yeezy Slide,GX6138,adidas Yeezy Slide,Green Glow/Green Glow/Green Glow,60,"https://images.stockx.com/images/adidas-Yeezy-Slide-Glow-Green-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1633023465",2021-09-06,Add some color to your slip-on with the adidas Yeezy Slide 'Glow Green'. A monochromatic neon green hue is featured on the build which is made from a single piece of injected EVA foam. Adidas' signature three-stripes is stamped on the top layer of the footbed. On the underfoot are horizontal grooves cut in the outsole which offers both traction and protection.,adidas-yeezy-slide-glow-green,[object Object]
196,210,210,[object Object],,61ae9e9aafe8e57491298166,adidas Yeezy Boost 350 V2 Mono Cinder,adidas,adidas Yeezy Boost 350 V2,GX3791,adidas Yeezy Boost 350 V2,Mono Cinder/Mono Cinder/Mono Cinder,220,"https://images.stockx.com/images/adidas-Yeezy-Boost-350-V2-Mono-Cinder-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1635434704",2021-06-24,"The Yeezy Boost 350 V2 'Mono Cinder' features a blacked-out look on its updated construction. Releasing as part of the Mono Pack, the shoe's upper is built with monofilament mesh in place of the usual Primeknit, finished entirely in black. The signature side stripe adds a minor deviation, while an internal cage and webbing heel pull-loop support the fit. Underfoot, the tonal tooling includes a Boost midsole wrapped in a rubber cage for cushioning, while the shoe itself dropped exclusively on Yeezy Supply.",adidas-yeezy-boost-350-v2-mono-cinder,[object Object]
174,166,166,[object Object],,61ae9e9aafe8e57491298167,Nike Dunk Low Championship Red (2021),Nike,Nike Dunk Low,DD1391-600,Nike Dunk Low,University Red/White-Total Orange,100,"https://images.stockx.com/images/Nike-Dunk-Low-University-Red-2021-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1633027530",2021-09-28,"Featuring a Be True to Your School-style colorway, the Dunk Low 'White University Red' emerges with a two-tone look. Built with leather, the shoe's upper sports a University Red finish on its underlays, overlaid by white leather throughout. Perforations on the toe box are included for breathability, while underfoot, a two-tone rubber cupsole includes a concentric University Red rubber outsole for traction.",nike-dunk-low-university-red-2021,[object Object]
154,135,140,[object Object],,61ae9e9aafe8e57491298168,Nike Dunk High Championship Navy,Nike,Nike Dunk High,DD1399-104,Nike Dunk High,White/Midnight Navy,110,"https://images.stockx.com/images/Nike-Dunk-High-Midnight-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1631713258",2021-10-08,"Bringing back a 1985 Be True to Your School colorway, the Dunk High 'Midnight Navy' released in September 2021. The shoe's upper is built with leather, finished with a white base that's overlaid by Midnight Navy throughout, including on the Swoosh branding. A lightly padded nylon tongue supports the fit, while underfoot, the two-tone rubber cupsole anchors the design, incorporating a concentric rubber outsole to provide traction.",nike-dunk-high-midnight-navy,[object Object]
241,213,235,[object Object],,61ae9e9aafe8e57491298169,Jordan 1 Retro High OG Seafoam (W),Jordan,Jordan 1 Retro High OG,CD0461-002,Jordan 1 Retro High OG,Seafoam/Healing Orange-White,170,"https://images.stockx.com/images/Air-Jordan-1-High-OG-Seafoam-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1627324677",2021-08-12,"The sneaker that started it all emerges with a subdued palette on the Wmns Air Jordan 1 Retro High OG 'Seafoam.' Released in August 2021, the shoe's upper is built entirely with leather, with the white base overlaid by Seafoam and complemented by Healing Orange on the laces. Perforations on the toe box are included for breathability, while underfoot, Air in the heel of the rubber cupsole provides cushioning. A concentric pattern on the rubber outsole offers traction.",air-jordan-1-high-og-seafoam-w,[object Object]
381,285,368,[object Object],,61ae9e9aafe8e5749129816a,Jordan 4 Retro White Oreo (2021),Jordan,Jordan 4 Retro,CT8527-100,Jordan 4 Retro,White/Tech Grey-Black-Fire Red,190,"https://images.stockx.com/images/Air-Jordan-4-Retro-White-Oreo-2021-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1620919867",2021-07-03,"Modeled after the Air Jordan 4 'Oreo' from 1999, the Air Jordan 4 Retro 'White Oreo' released in May 2021. The shoe's upper emerges with a white tumbled leather construction, with the usual mesh inserts at the quarter panel and vamp. The molded eyelets sport a cement finish, matched underfoot by the polyurethane midsole. Visible Air in the heel provides cushioning, giving way to a rubber outsole for traction.",air-jordan-4-retro-white-oreo-2021,[object Object]
249,225,252,[object Object],,61ae9e9aafe8e5749129816b,Nike Dunk Low Grey Fog,Nike,Nike Dunk Low,DD1391-103,Nike Dunk Low,White/Grey Fog,100,"https://images.stockx.com/images/Nike-Dunk-Low-Grey-Fog-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1632232056",2021-09-21,"Delivering a subtle two-tone colorway of the classic silhouette originally released in 1985 is the Nike Dunk Low 'Grey Fog'. The all-leather upper features a white base with contrasting overlays in a light grey shade. The Swoosh, laces, and woven Nike tongue tag are in the same neutral tone. Additional Nike branding is on the heel tab and padded sockliner. On the bottom is a standard rubber cupsole that pairs white sidewalls with a grey rubber outsole.",nike-dunk-low-grey-fog,[object Object]
395,315,370,[object Object],,61ae9e9aafe8e5749129816c,Jordan 4 Retro University Blue,Jordan,Jordan 4 Retro,CT8527-400,Jordan 4 Retro,University Blue/Tech Grey-White-Black,200,"https://images.stockx.com/images/Air-Jordan-4-Retro-University-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1616520672",2021-04-28,"The Air Jordan 4 Retro 'University Blue' looks to Michael Jordan's college days to inform its classic look. Built with suede, the shoe's upper appears primarily in University Blue, with cement detailing on the classic wings and heel overlay. Tonal mesh inserts emerge at the vamp and quarter panel, while the tongue tag is designed to look like a jock tag on the bottom hem of Jordan jerseys. Visible Air in the heel of the speckled midsole provides cushioning.",air-jordan-4-retro-university-blue,[object Object]
214,210,210,[object Object],,61ae9e9aafe8e5749129816d,adidas Yeezy 500 Clay Brown,adidas,adidas Yeezy 500,GX3606,adidas Yeezy 500,Clay Brown/Clay Brown/Clay Brown,200,"https://images.stockx.com/images/adidas-Yeezy-500-Brown-Clay-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1636390783",2021-09-18,"An earthy color tone is featured on the adidas Yeezy 500 'Brown Clay' throughout the branding-free upper with a ventilated open mesh base with soft suede overlays and a reinforced rubber mudguard. The subdued color palette extends to the sneaker's high-rebound adiPRENE+ midsole, modeled after the retro 'Feet You Wear' technology used on Kobe Bryant's adidas KB8 3 from 1999. It's built on rubber pods to deliver better grip.",adidas-yeezy-500-clay-brown,[object Object]
433,450,455,[object Object],,61ae9e9aafe8e5749129816e,Jordan 1 Retro High OG Bred Patent,Jordan,Jordan 1 Retro High OG,555088-063,Jordan 1 Retro High OG,Black/White-Varsity Red,170,"https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-Bred-Patent-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1633542046",2021-12-30,"Featuring a classic mix of hues, the Air Jordan 1 Retro High OG 'Patent Bred' also sports an elevated construction. Built entirely with patent leather, the shoe's upper appears in a familiar mix of black and Varsity Red, with perforations on the toe box offering breathability. Underfoot, a white Air midsole provides cushioning and contrast, giving way to a Varsity Red finish on the concentric rubber outsole, which is included for traction.",air-jordan-1-retro-high-og-bred-patent,[object Object]
186,185,185,[object Object],,61ae9e9aafe8e5749129816f,"Jordan 1 Retro High OG Prototype ",Jordan,Jordan 1 Retro High OG,DC6515-100,Jordan 1 Retro High OG,White/Multi-Color-Total Orange,170,"https://images.stockx.com/images/Air-Jordan-1-High-OG-Pro-White-Blue-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1633023637",2021-09-24,"The Air Jordan 1 Retro High OG 'Prototype' brings a contrasting look to its classic basketball construction. Built with leather, the shoe's upper appears in white, overlaid by grey and black leather and tan nubuck. The collar highlights the design in various shades of blue, with perforated detailing that can be cut away to turn the build into a low-top. Underfoot, the midsole houses Air in the heel for cushioning, with a concentric rubber outsole for traction.",air-jordan-1-high-og-prototype,[object Object]
143,,,[object Object],,61ae9e9aafe8e57491298170,Jordan 1 Retro AJKO Storm Blue,Jordan,Jordan 1 Retro AJKO,DA9089-401/DO5047-401,Jordan 1 Retro AJKO,Storm Blue/White-Black,140,"https://images.stockx.com/images/Air-Jordan-1-Retro-KO-High-Storm-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1633023927",2021-09-29,"In a traditional AJKO canvas fabrication, the Air Jordan 1 KO Storm Blue features a white upper with Storm Blue overlays and black Swooshes. From there, a matching woven Nike Air tongue label and sole completes the retro design.
<br>
<br>
The Air Jordan 1 KO Storm Blue released in September of 2021 and retailed for $140.",air-jordan-1-retro-ko-high-storm-blue,[object Object]
231,263,263,[object Object],,61ae9e9aafe8e57491298171,adidas Yeezy Boost 700 Wash Orange,adidas,adidas Yeezy Boost 700,GW0296,adidas Yeezy Boost 700,Wash Orange/Wash Orange/Wash Orange,240,"https://images.stockx.com/images/adidas-Yeezy-Boost-700-Wash-Orange-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1634920522",2021-10-16,"The Yeezy Boost 700 'Wash Orange' references the color story of the Yeezy Boost 700 'Wave Runner,' maintaining a subdued palette with accents throughout. The mixed-material upper arrives in grey, black, teal and blue. Reflective Three Stripes branding appears beneath the mesh paneling. A bulky orange midsole lends the model its name. A black rubber outsole featuring cut-out detailing provides traction.",adidas-yeezy-boost-700-wash-orange,[object Object]
211,200,220,[object Object],,61ae9e9aafe8e57491298172,Nike Dunk Low Purple Pulse (W),Nike,Nike Dunk Low,DM9467-500,Nike Dunk Low,Purple Pulse/Purple Pulse-White,110,"https://images.stockx.com/images/Nike-Dunk-Low-Purple-Pulse-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1629131386",2021-08-18,"The Wmns Dunk Low OG 'Purple Pulse' brings a pastel look to the classic skate shoe. The shoe's upper is built with a leather base, finished in white and overlaid by suede, which complements the design in Purple Pulse sporting an over-dyed style. The suede Swoosh and heel patch add further purple to the look, with a padded nylon tongue supporting the fit. Underfoot, a rupper cupsole with a concentric outsole anchors the design.",nike-dunk-low-purple-pulse-w,[object Object]
200,210,219,[object Object],,61ae9e9aafe8e57491298173,Jordan 12 Retro Utility,Jordan,Jordan 12 Retro,DC1062-006,Jordan 12 Retro,Black/Black-Bright Crimson-White,190,"https://images.stockx.com/images/Air-Jordan-12-Retro-Utility-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1629139601",2021-08-21,"The Air Jordan 12 Utility 'Grind' brings a subdued colorway to its classic basketball construction. The shoe's upper is built with a tumbled leather base, finished in black and overlaid by tonal suede. The classic basketball texture appears solely on the phlyon midsole, while hits of Bright Crimson bring color to the branding and midfoot. Zoom Air provides cushioning, and the speckled rubber outsole denotes the use of at least 3% Nike Grind.",air-jordan-12-retro-utility,[object Object]
189,182,195,[object Object],,61ae9e9aafe8e57491298174,Jordan 1 Low OG Neutral Grey (2021),Jordan,Jordan 1 Low OG,CZ0790-100,Jordan 1 Low OG,White/Neutral Grey-Particle Grey,130,"https://images.stockx.com/images/Air-Jordan-1-Low-OG-Neutral-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624632528",2021-06-24,"One of the original low-top colorways from 1985, the Air Jordan 1 Retro Low OG 'Neutral Grey' released in June 2021. Built with a leather base, the shoe's upper appears in white, complemented by grey on the Swoosh and heel patch, which are constructed with suede. The usual perforations on the toe box provide breathability, while underfoot, Air in the rubber cupsole provides cushioning. More grey marks the concentric rubber outsole, which offers traction.",air-jordan-1-low-og-neutral-grey,[object Object]
189,176,176,[object Object],,61ae9e9aafe8e57491298175,Nike Dunk Low Green Glow (W),Nike,Nike Dunk Low,DD1503-105,Nike Dunk Low,White/Green Glow-White,100,"https://images.stockx.com/images/Nike-Dunk-Low-Green-Glow-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1619204705",2021-04-16,"The Wmns Dunk Low 'Green Glow' emerges with a vibrant look on its classically color-blocked design. The shoe's upper features an entirely leather construction, finished with a white base that's highlighted by the overlays, which appear in Green Glow. More Green Glow marks the Swoosh branding, matched by the woven tongue tag. Perforations on the toe box are included for breathability, while underfoot, both colors come together on the rubber cupsole.",nike-dunk-low-green-glow-w,[object Object]
216,200,210,[object Object],,61ae9e9aafe8e57491298176,Jordan 6 Retro Bordeaux,Jordan,Jordan 6 Retro,CT8529-063,Jordan 6 Retro,Black/Light Graphite-Dark Grey-Bordeaux,190,"https://images.stockx.com/images/Air-Jordan-6-Retro-Bordeaux-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1633620980",2021-09-04,"The Air Jordan 6 Retro 'Bordeaux' brings an Air Jordan 7 colorway to the Air Jordan 6. Built with nubuck, the shoe's upper appears in a mix of grey and black, highlighted by a translucent tongue with a multicolor print. The throat and molded heel pull-loop add Bordeaux to the design, while perforations throughout and a lace toggle support the fit. Underfoot, visible Air in the heel of the midsole provides cushioning.",air-jordan-6-retro-bordeaux,[object Object]
214,185,220,[object Object],,61ae9e9aafe8e57491298177,New Balance 550 White Green,New Balance,New Balance 550,BB550WT1,New Balance 550,White/Green,120,"https://images.stockx.com/images/New-Balance-550-White-Green-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1628002321",2021-06-24,"The 550 'White Green' brings a classic two-tone look to its retro construction. The shoe's upper is built with a white leather base, overlaid by tonal suede at the toe and supported by microperforations for breathability. The branding, including the 'N' logo, adds green to the design, with both colors coming together on the rubber cupsole underfoot, which includes EVA for cushioning.",new-balance-550-white-green,[object Object]
